t, dummy, x, y, z, dummy,value, weight_ui, weight_ur
0,-0.52287106960191,0.1,0,0,0.047381969332777,-0.47548910026913,1,0
0,-0.20779387456233,0.1,0,0,0.2331565319998,0.025362657437471,0,1
0,-0.53377464147958,0.2,0,0,0.12933553017082,-0.40443911130876,1,0
0,-0.18190523226379,0.2,0,0,0.22933645916914,0.047431226905346,0,1
0,-0.54415144266271,0.3,0,0,0.25034840957845,-0.29380303308426,1,0
0,-0.15583707161033,0.3,0,0,0.22069434768895,0.064857276078619,0,1
0,-0.55399123250977,0.4,0,0,0.39958141999489,-0.15440981251488,1,0
0,-0.1296151187081,0.4,0,0,0.20555027967893,0.075935160970826,0,1
0,-0.56328430034414,0.5,0,0,0.56338118395171,9.6883607572905e-05,1,0
0,-0.10326525143754,0.5,0,0,0.1828458409025,0.079580589464963,0,1
0,-0.57202147503738,0.6,0,0,0.72661557189834,0.15459409686096,1,0
0,-0.076813473914972,0.6,0,0,0.15225022463912,0.075436750724144,0,1
0,-0.58019413405999,0.7,0,0,0.87415393105672,0.29395979699673,1,0
0,-0.0502858908298,0.7,0,0,0.11419513030356,0.063909239473764,0,1
0,-0.58779421199087,0.8,0,0,0.99234722288602,0.40455301089515,1,0
0,-0.023708681682281,0.8,0,0,0.069835038484182,0.046126356801901,0,1
0,-0.59481420847682,0.9,0,0,1.0703631956305,0.47554898715367,1,0
0,0.0028919250524326,0.9,0,0,0.020936748142849,0.023828673195282,0,1
